Account Length,Area Code,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,Int'l Mins,Int'l Calls,CustServ Calls,Churn,Day_Avg_Call_Duration,Eve_Avg_Call_Duration,Night_Avg_Call_Duration,Intl_Avg_Call_Duration,High_CustServ_Calls
73.0,510,0,0,0.0,254.7,80.0,90.2,79.0,153.4,60.0,10.6,8.0,0,0,3.18375,1.1417721518987343,2.5566666666666666,1.325,0
111.0,415,0,0,0.0,284.4,89.0,157.0,113.0,242.8,91.0,8.4,8.0,0,1,3.1955056179775276,1.3893805309734513,2.6681318681318684,1.05,0
98.0,415,0,0,0.0,34.64999999999996,46.5,159.6,130.0,167.1,88.0,6.8,1.0,4,1,0.7451612903225798,1.2276923076923076,1.8988636363636362,6.8,1
106.0,408,1,0,0.0,133.7,46.5,187.8,107.0,181.9,89.0,10.7,2.0,1,1,2.875268817204301,1.755140186915888,2.0438202247191013,5.35,0
111.0,408,0,0,0.0,224.9,117.0,191.9,127.0,229.9,97.0,10.3,3.0,0,0,1.9222222222222223,1.5110236220472442,2.370103092783505,3.4333333333333336,0
59.0,408,0,0,0.0,151.8,98.0,209.9,92.0,266.9,86.0,11.9,5.0,1,0,1.5489795918367348,2.2815217391304348,3.103488372093023,2.38,0
71.0,510,0,1,22.0,141.4,107.0,163.0,105.0,220.0,99.0,5.6,3.0,2,0,1.3214953271028038,1.5523809523809524,2.2222222222222223,1.8666666666666665,0
55.0,408,0,0,0.0,285.7,124.0,230.9,106.0,230.7,140.0,14.8,7.0,0,1,2.304032258064516,2.178301886792453,1.6478571428571427,2.1142857142857143,0
13.0,415,0,0,0.0,58.4,121.0,262.2,64.0,159.0,115.0,11.9,5.0,1,0,0.4826446280991735,4.096875,1.382608695652174,2.38,0
136.0,415,0,1,16.0,90.4,105.0,201.3,109.0,227.1,115.0,13.1,4.0,0,0,0.860952380952381,1.8467889908256883,1.9747826086956521,3.275,0
123.0,408,0,0,0.0,114.4,91.0,216.6,123.0,250.6,102.0,11.0,3.0,0,0,1.2571428571428571,1.7609756097560976,2.4568627450980394,3.6666666666666665,0
105.0,408,0,0,0.0,147.7,103.0,222.7,78.0,163.5,102.0,12.8,3.0,2,0,1.4339805825242717,2.855128205128205,1.6029411764705883,4.266666666666667,0
50.0,408,0,1,31.0,302.7,93.0,240.5,119.0,193.9,103.0,13.6,10.5,3,0,3.2548387096774194,2.0210084033613445,1.8825242718446602,1.2952380952380953,1
118.0,415,0,0,0.0,136.1,120.0,204.2,103.0,228.2,90.0,11.3,4.0,1,0,1.1341666666666665,1.98252427184466,2.5355555555555553,2.825,0
97.0,408,0,0,0.0,169.7,84.0,165.9,86.0,191.9,83.0,12.8,6.0,3,0,2.020238095238095,1.9290697674418604,2.3120481927710843,2.1333333333333333,1
51.0,510,0,0,0.0,227.2,89.0,194.4,106.0,243.4,126.0,14.9,2.0,0,0,2.5528089887640446,1.8339622641509434,1.9317460317460318,7.45,0
73.0,415,0,0,0.0,217.8,91.0,220.6,97.0,277.3,89.0,10.3,6.0,1,1,2.3934065934065933,2.2742268041237113,3.1157303370786518,1.7166666666666668,0
35.0,415,0,0,0.0,124.2,102.0,123.9,115.0,135.7,100.0,13.1,8.0,2,0,1.2176470588235295,1.077391304347826,1.357,1.6375,0
64.0,415,0,0,0.0,206.2,76.0,232.4,76.0,251.6,96.0,13.6,2.0,1,0,2.7131578947368418,3.057894736842105,2.620833333333333,6.8,0
63.0,510,0,0,0.0,132.9,122.0,67.0,62.0,160.4,121.0,9.9,2.0,3,0,1.089344262295082,1.0806451612903225,1.3256198347107437,4.95,1
117.0,415,0,1,31.0,104.9,115.0,237.6,125.0,263.4,104.0,7.7,6.0,3,0,0.9121739130434783,1.9008,2.5326923076923076,1.2833333333333334,1
115.0,415,0,0,0.0,245.0,97.0,250.7,75.0,270.2,124.0,13.7,8.0,1,1,2.5257731958762886,3.3426666666666667,2.179032258064516,1.7125,0
162.0,408,0,0,0.0,184.5,118.0,224.0,95.0,180.5,82.0,11.6,3.0,1,0,1.5635593220338984,2.357894736842105,2.201219512195122,3.8666666666666667,0
89.0,415,0,0,0.0,89.5,66.0,179.3,104.0,225.1,116.0,12.3,1.0,3,0,1.356060606060606,1.7240384615384616,1.9405172413793104,12.3,1
94.0,415,1,0,0.0,235.6,131.0,194.8,107.0,170.6,93.0,8.6,4.0,1,0,1.798473282442748,1.8205607476635515,1.8344086021505375,2.15,0
129.0,408,0,0,0.0,186.0,127.0,262.3,96.0,98.9,63.0,11.5,6.0,4,0,1.4645669291338583,2.732291666666667,1.56984126984127,1.9166666666666667,1
86.0,415,0,0,0.0,223.9,75.0,155.7,109.0,150.2,143.0,7.3,9.0,1,0,2.9853333333333336,1.428440366972477,1.0503496503496503,0.8111111111111111,0
96.0,510,0,0,0.0,179.5,125.0,162.3,139.0,264.5,133.0,6.6,2.0,1,0,1.436,1.1676258992805757,1.9887218045112782,3.3,0
190.0,415,0,0,0.0,169.4,102.0,253.5,113.0,197.1,93.0,8.9,5.0,1,0,1.6607843137254903,2.243362831858407,2.1193548387096772,1.78,0
80.0,408,0,0,0.0,118.1,90.0,144.3,77.0,225.1,86.0,8.2,6.0,1,0,1.3122222222222222,1.8740259740259742,2.6174418604651164,1.3666666666666665,0
108.0,415,0,0,0.0,112.0,105.0,193.7,110.0,208.9,93.0,4.1,4.0,4,1,1.0666666666666667,1.7609090909090908,2.246236559139785,1.025,1
97.0,408,0,1,32.0,168.4,129.0,225.9,97.0,191.8,95.0,8.5,7.0,0,0,1.3054263565891473,2.3288659793814435,2.0189473684210526,1.2142857142857142,0
84.0,415,0,1,42.0,214.3,112.0,188.2,107.0,333.5,117.0,11.3,10.0,0,0,1.9133928571428573,1.7588785046728972,2.8504273504273505,1.1300000000000001,0
65.0,415,0,0,0.0,245.7,139.0,241.9,113.0,285.3,117.0,4.2,5.0,4,1,1.7676258992805756,2.14070796460177,2.4384615384615387,0.8400000000000001,1
131.0,415,0,1,34.0,156.6,134.0,71.0,95.0,261.7,120.0,13.4,10.0,1,0,1.1686567164179105,0.7473684210526316,2.180833333333333,1.34,0
58.0,415,1,1,43.0,142.8,96.0,272.3,100.0,193.4,105.0,8.9,4.0,1,0,1.4875,2.7230000000000003,1.841904761904762,2.225,0
36.0,415,0,0,0.0,202.4,115.0,230.7,115.0,202.0,127.0,10.2,2.0,3,0,1.76,2.006086956521739,1.5905511811023623,5.1,1
54.0,415,0,0,0.0,116.8,119.0,123.1,123.0,217.5,101.0,12.0,2.0,1,0,0.9815126050420168,1.0008130081300812,2.1534653465346536,6.0,0
45.0,510,0,0,0.0,155.7,110.0,260.3,103.0,192.2,98.0,11.0,1.0,1,0,1.4154545454545453,2.5271844660194174,1.9612244897959183,11.0,0
125.0,415,0,1,39.0,236.1,107.0,289.2,110.0,175.4,107.0,9.1,4.0,2,0,2.2065420560747664,2.629090909090909,1.6392523364485982,2.275,0
72.0,415,0,1,21.0,138.1,113.0,260.1,83.0,135.4,118.0,8.2,2.0,2,0,1.2221238938053096,3.1337349397590364,1.147457627118644,4.1,0
141.0,408,0,0,0.0,51.9,108.0,162.0,83.0,223.5,115.0,10.1,3.0,3,0,0.48055555555555557,1.9518072289156627,1.9434782608695653,3.3666666666666667,1
113.0,510,0,0,0.0,81.3,116.0,220.6,124.0,235.7,113.0,8.9,3.0,0,0,0.7008620689655172,1.7790322580645161,2.0858407079646017,2.966666666666667,0
20.0,415,0,1,35.0,171.5,98.0,153.1,127.0,165.6,125.0,7.1,3.0,0,0,1.75,1.205511811023622,1.3248,2.3666666666666667,0
206.5,415,0,0,0.0,126.0,96.0,144.3,80.0,302.8,102.0,7.6,3.0,1,0,1.3125,1.8037500000000002,2.9686274509803923,2.533333333333333,0
99.0,415,1,0,0.0,197.2,127.0,156.0,92.0,204.1,99.0,9.9,6.0,4,0,1.552755905511811,1.6956521739130435,2.0616161616161617,1.6500000000000001,1
94.0,510,0,0,0.0,194.1,62.0,227.2,54.0,190.4,115.0,15.3,4.0,1,0,3.1306451612903223,4.207407407407407,1.6556521739130434,3.825,0
40.0,510,0,0,0.0,115.7,105.0,127.8,113.0,107.5,91.0,9.3,6.0,1,0,1.101904761904762,1.1309734513274337,1.1813186813186813,1.55,0
86.0,510,0,1,29.0,157.2,118.0,196.3,136.0,226.7,109.0,8.4,5.0,3,0,1.3322033898305083,1.4433823529411764,2.0798165137614677,1.6800000000000002,1
101.0,415,0,0,0.0,269.7,85.0,207.6,86.0,214.2,107.0,4.5,10.5,3,1,3.172941176470588,2.413953488372093,2.0018691588785047,0.42857142857142855,1
170.0,415,0,0,0.0,246.4,107.0,228.1,124.0,166.4,95.0,9.1,8.0,0,0,2.302803738317757,1.839516129032258,1.7515789473684211,1.1375,0
105.0,510,0,0,0.0,227.4,121.0,268.5,89.0,143.3,82.0,13.0,4.0,1,0,1.8793388429752067,3.0168539325842696,1.7475609756097563,3.25,0
103.0,415,0,0,0.0,189.8,110.0,115.5,83.0,191.3,103.0,12.2,4.0,0,0,1.7254545454545456,1.391566265060241,1.8572815533980584,3.05,0
140.0,415,1,1,27.0,188.9,124.0,160.9,102.0,197.7,100.0,11.5,5.0,4,0,1.5233870967741936,1.5774509803921568,1.9769999999999999,2.3,1
101.0,510,0,0,0.0,34.64999999999996,46.5,192.1,119.0,168.8,95.0,7.2,4.0,1,0,0.7451612903225798,1.6142857142857143,1.776842105263158,1.8,0
98.0,408,0,1,19.0,110.5,87.0,227.8,97.0,243.6,84.0,11.0,4.0,1,0,1.2701149425287357,2.3484536082474228,2.9,2.75,0
104.0,408,0,0,0.0,167.6,116.0,219.2,112.0,215.9,94.0,11.7,2.0,4,0,1.4448275862068964,1.957142857142857,2.296808510638298,5.85,1
115.0,415,0,0,0.0,132.0,90.0,197.5,75.0,175.8,114.0,3.1000000000000005,0.0,3,0,1.4666666666666666,2.6333333333333333,1.5421052631578949,3.1000000000000005,1
112.0,408,0,0,0.0,167.8,88.0,247.9,81.0,155.1,108.0,11.9,4.0,0,0,1.906818181818182,3.060493827160494,1.4361111111111111,2.975,0
70.0,415,0,0,0.0,213.4,86.0,204.7,77.0,256.6,101.0,5.7,4.0,1,0,2.4813953488372094,2.658441558441558,2.5405940594059406,1.425,0
126.0,510,0,0,0.0,175.4,120.0,98.3,71.0,201.9,93.0,10.6,1.0,0,0,1.4616666666666667,1.384507042253521,2.170967741935484,10.6,0
87.0,510,0,1,39.0,82.6,113.0,224.4,63.0,163.6,88.0,9.5,1.0,3,0,0.7309734513274336,3.561904761904762,1.8590909090909091,9.5,1
125.0,510,0,0,0.0,143.2,80.0,88.1,94.0,233.2,135.0,8.8,7.0,4,1,1.7899999999999998,0.9372340425531914,1.7274074074074073,1.2571428571428573,1
86.0,415,0,0,0.0,125.5,139.0,269.8,93.0,235.8,110.0,8.9,8.0,1,0,0.9028776978417267,2.9010752688172046,2.1436363636363636,1.1125,0
73.0,415,0,1,31.0,82.3,105.0,256.1,91.0,229.6,98.0,11.8,2.0,4,1,0.7838095238095237,2.8142857142857145,2.342857142857143,5.9,1
206.5,408,0,0,0.0,165.6,104.0,195.9,115.0,118.3,77.0,11.8,3.0,1,0,1.5923076923076922,1.7034782608695653,1.5363636363636364,3.9333333333333336,0
1.0,415,0,1,30.0,183.1,95.0,232.6,110.0,248.3,110.0,8.4,2.0,0,0,1.9273684210526316,2.1145454545454543,2.2572727272727273,4.2,0
133.0,408,0,0,0.0,162.1,91.0,212.1,94.0,260.4,78.0,12.2,5.0,1,0,1.7813186813186812,2.256382978723404,3.338461538461538,2.44,0
103.0,510,0,0,0.0,166.6,84.0,192.4,91.0,167.9,115.0,7.7,6.0,1,0,1.9833333333333332,2.1142857142857143,1.46,1.2833333333333334,0
131.0,415,0,1,24.0,135.9,60.0,233.2,78.0,210.6,121.0,9.4,4.0,1,0,2.265,2.98974358974359,1.7404958677685949,2.35,0
95.0,408,0,1,20.0,165.7,78.0,215.6,94.0,243.3,91.0,9.8,6.0,0,0,2.1243589743589744,2.293617021276596,2.673626373626374,1.6333333333333335,0
182.0,415,0,0,0.0,176.1,90.0,174.9,106.0,234.7,134.0,9.7,4.0,1,0,1.9566666666666666,1.6500000000000001,1.7514925373134327,2.425,0
99.0,510,0,0,0.0,142.3,89.0,204.5,95.0,203.1,114.0,9.1,1.0,0,0,1.5988764044943822,2.1526315789473682,1.781578947368421,9.1,0
27.0,510,0,0,0.0,177.6,121.0,296.8,92.0,192.9,106.0,7.6,3.0,3,0,1.4677685950413222,3.226086956521739,1.819811320754717,2.533333333333333,1
141.0,408,0,0,0.0,83.2,74.0,190.6,104.0,150.5,79.0,10.7,7.0,1,0,1.1243243243243244,1.8326923076923076,1.9050632911392404,1.5285714285714285,0
29.0,415,1,1,37.0,235.0,101.0,183.3,79.0,139.8,106.0,5.7,7.0,2,0,2.3267326732673266,2.320253164556962,1.318867924528302,0.8142857142857143,0
65.0,415,0,0,0.0,105.7,95.0,141.8,100.0,180.5,105.0,6.6,10.5,2,0,1.1126315789473684,1.4180000000000001,1.7190476190476192,0.6285714285714286,0
81.0,415,1,0,0.0,149.4,68.0,171.9,98.0,214.5,97.0,17.5,3.0,3,1,2.197058823529412,1.7540816326530613,2.211340206185567,5.833333333333333,1
37.0,415,0,1,20.0,264.7,81.0,216.5,110.0,210.7,102.0,10.4,7.0,0,0,3.2679012345679013,1.9681818181818183,2.0656862745098037,1.4857142857142858,0
107.0,510,0,1,31.0,160.3,46.5,221.5,70.0,261.6,109.0,5.6,1.0,1,0,3.4473118279569896,3.164285714285714,2.4000000000000004,5.6,0
127.0,415,1,1,28.0,95.9,117.0,159.5,131.0,152.8,132.0,10.4,3.0,1,0,0.8196581196581197,1.217557251908397,1.1575757575757577,3.466666666666667,0
78.0,408,0,0,0.0,140.7,77.0,195.2,114.0,252.9,107.0,11.7,5.0,0,0,1.8272727272727272,1.712280701754386,2.363551401869159,2.34,0
55.0,510,0,0,0.0,119.7,148.0,231.8,96.0,222.3,113.0,4.6,2.0,2,0,0.8087837837837838,2.4145833333333333,1.9672566371681417,2.3,0
86.0,415,0,1,30.0,99.9,84.0,263.5,125.0,254.7,90.0,9.8,7.0,2,0,1.1892857142857143,2.108,2.83,1.4000000000000001,0
176.0,415,0,0,0.0,250.9,108.0,171.4,100.0,148.6,85.0,9.6,6.0,2,0,2.323148148148148,1.714,1.7482352941176469,1.5999999999999999,0
96.0,415,1,0,0.0,200.6,117.0,289.5,120.0,98.3,95.0,11.2,5.0,2,0,1.7145299145299144,2.4125,1.0347368421052632,2.2399999999999998,0
11.0,510,0,1,38.0,209.8,130.0,196.6,84.0,233.0,79.0,7.0,7.0,1,0,1.613846153846154,2.3404761904761906,2.949367088607595,1.0,0
48.0,415,0,1,34.0,198.0,70.0,273.7,121.0,217.9,71.0,7.6,4.0,1,0,2.8285714285714287,2.2619834710743802,3.0690140845070424,1.9,0
127.0,510,0,0,0.0,239.8,107.0,128.9,121.0,249.9,110.0,11.3,5.0,1,0,2.241121495327103,1.0652892561983471,2.271818181818182,2.2600000000000002,0
63.0,415,0,0,0.0,164.5,75.0,147.9,118.0,252.7,97.0,11.2,2.0,0,0,2.1933333333333334,1.2533898305084745,2.605154639175258,5.6,0
79.0,510,0,0,0.0,220.9,107.0,192.2,97.0,161.0,74.0,12.2,2.0,1,0,2.0644859813084113,1.981443298969072,2.175675675675676,6.1,0
47.0,408,0,1,37.0,112.8,150.0,243.9,97.0,178.7,112.0,13.2,6.0,2,0,0.752,2.5144329896907216,1.5955357142857143,2.1999999999999997,0
89.0,415,1,1,19.0,112.6,114.0,261.7,132.0,123.5,116.0,11.1,2.0,0,1,0.987719298245614,1.9825757575757574,1.0646551724137931,5.55,0
83.0,510,0,1,26.0,226.4,117.0,234.7,97.0,133.6,82.0,10.8,7.0,1,0,1.935042735042735,2.4195876288659792,1.6292682926829267,1.542857142857143,0
126.0,415,1,1,34.0,244.9,118.0,219.6,105.0,210.8,136.0,9.7,6.0,4,0,2.0754237288135595,2.091428571428571,1.55,1.6166666666666665,1
60.0,510,0,0,0.0,203.2,99.0,235.8,131.0,224.9,112.0,15.1,6.0,2,0,2.0525252525252524,1.8,2.008035714285714,2.5166666666666666,0
122.0,415,0,0,0.0,136.7,115.0,243.1,137.0,188.9,110.0,8.6,4.0,0,0,1.188695652173913,1.7744525547445256,1.7172727272727273,2.15,0
136.0,408,0,0,0.0,152.6,97.0,208.9,85.0,119.1,99.0,5.0,10.0,1,0,1.5731958762886598,2.4576470588235293,1.203030303030303,0.5,0
172.0,408,0,1,47.0,274.9,102.0,186.6,118.0,245.0,123.0,8.8,2.0,1,0,2.695098039215686,1.5813559322033899,1.991869918699187,4.4,0
102.0,510,0,0,0.0,195.7,116.0,209.1,87.0,201.1,73.0,8.3,3.0,1,1,1.6870689655172413,2.4034482758620688,2.754794520547945,2.766666666666667,0
113.0,415,1,0,0.0,204.3,82.0,188.8,115.0,139.4,97.0,9.2,7.0,1,0,2.4914634146341466,1.6417391304347828,1.4371134020618557,1.3142857142857143,0
79.0,415,0,0,0.0,222.3,99.0,146.2,82.0,275.6,82.0,8.9,4.0,3,0,2.2454545454545456,1.7829268292682925,3.360975609756098,2.225,1
55.0,510,0,1,8.0,222.5,104.0,171.5,94.0,337.75,114.0,9.7,2.0,1,0,2.139423076923077,1.824468085106383,2.962719298245614,4.85,0
111.0,415,0,1,28.0,128.8,104.0,157.3,52.0,147.4,76.0,10.3,2.0,2,0,1.2384615384615385,3.0250000000000004,1.9394736842105265,5.15,0
160.0,415,0,0,0.0,174.3,105.0,171.3,107.0,220.8,131.0,8.3,2.0,0,0,1.6600000000000001,1.6009345794392524,1.685496183206107,4.15,0
110.0,415,0,0,0.0,242.5,110.0,162.3,140.0,184.1,86.0,7.8,3.0,4,0,2.2045454545454546,1.1592857142857145,2.1406976744186044,2.6,1
192.0,415,0,0,0.0,221.6,101.0,285.2,50.0,167.4,83.0,12.7,6.0,4,0,2.194059405940594,5.704,2.016867469879518,2.1166666666666667,1
93.0,408,0,0,0.0,114.3,100.0,221.1,103.0,126.3,88.0,10.9,9.0,0,0,1.143,2.146601941747573,1.4352272727272728,1.2111111111111112,0
101.0,415,0,1,33.0,219.7,137.0,186.8,94.0,184.5,113.0,9.5,2.0,2,0,1.6036496350364962,1.9872340425531916,1.6327433628318584,4.75,0
77.0,510,0,0,0.0,144.9,136.0,151.3,115.0,252.4,73.0,12.3,3.0,2,0,1.0654411764705882,1.3156521739130436,3.4575342465753427,4.1000000000000005,0
105.0,415,0,1,40.0,236.5,111.0,117.0,110.0,221.1,115.0,8.1,3.0,2,0,2.130630630630631,1.0636363636363637,1.922608695652174,2.6999999999999997,0
133.0,408,0,1,44.0,174.0,80.0,209.4,113.0,224.1,87.0,14.1,7.0,2,1,2.175,1.8530973451327435,2.575862068965517,2.0142857142857142,0
131.0,408,0,0,0.0,109.5,95.0,332.1,48.0,258.6,108.0,6.6,7.0,1,0,1.1526315789473685,6.91875,2.394444444444445,0.9428571428571428,0
106.0,510,0,1,33.0,81.6,120.0,235.6,85.0,150.9,113.0,9.9,4.0,1,0,0.6799999999999999,2.7717647058823527,1.3353982300884957,2.475,0
118.0,415,0,0,0.0,133.4,113.0,121.0,92.0,254.7,129.0,5.9,4.0,1,0,1.1805309734513274,1.315217391304348,1.9744186046511627,1.475,0
125.0,408,0,0,0.0,137.1,94.0,209.8,83.0,238.4,114.0,8.6,4.0,1,0,1.4585106382978723,2.527710843373494,2.0912280701754384,2.15,0
95.0,415,0,0,0.0,197.0,88.0,190.4,68.0,211.9,104.0,16.1,8.0,0,0,2.2386363636363638,2.8000000000000003,2.0375,2.0125,0
80.0,415,0,0,0.0,198.1,154.5,156.7,87.0,182.1,76.0,9.3,3.0,3,0,1.282200647249191,1.801149425287356,2.3960526315789474,3.1,1
145.0,408,0,0,0.0,39.5,78.0,264.3,106.0,185.8,90.0,10.0,6.0,0,0,0.5064102564102564,2.4933962264150944,2.0644444444444447,1.6666666666666667,0
37.0,408,0,0,0.0,199.5,107.0,207.5,110.0,83.9,123.0,8.1,4.0,2,0,1.8644859813084111,1.8863636363636365,0.6821138211382114,2.025,0
87.0,415,0,0,0.0,156.8,93.0,215.8,68.0,223.3,77.0,7.6,6.0,1,0,1.686021505376344,3.173529411764706,2.9000000000000004,1.2666666666666666,0
69.0,415,0,0,0.0,183.4,85.0,237.6,100.0,228.0,94.0,9.0,5.0,3,0,2.1576470588235295,2.376,2.425531914893617,1.8,1
83.0,510,0,0,0.0,132.4,120.0,121.6,101.0,197.7,84.0,8.6,2.0,1,0,1.1033333333333333,1.203960396039604,2.3535714285714286,4.3,0
195.0,415,0,0,0.0,63.2,108.0,220.2,88.0,184.0,99.0,5.1,3.0,0,0,0.5851851851851853,2.502272727272727,1.8585858585858586,1.7,0
67.0,415,1,1,35.0,181.1,59.0,215.9,116.0,216.3,106.0,16.9,4.0,0,1,3.0694915254237287,1.861206896551724,2.040566037735849,4.225,0
75.0,510,0,1,27.0,117.5,102.0,206.8,127.0,194.4,114.0,4.2,7.0,3,0,1.1519607843137254,1.6283464566929136,1.7052631578947368,0.6,1
123.0,415,0,1,27.0,218.7,79.0,163.4,78.0,173.8,116.0,15.0,1.0,0,0,2.7683544303797465,2.094871794871795,1.4982758620689656,15.0,0
41.0,415,0,1,41.0,207.3,95.0,137.3,120.0,115.7,74.0,5.9,3.0,1,0,2.182105263157895,1.1441666666666668,1.5635135135135136,1.9666666666666668,0
75.0,415,0,0,0.0,150.6,99.0,301.5,83.0,158.7,104.0,8.1,5.0,0,0,1.5212121212121212,3.6325301204819276,1.5259615384615384,1.6199999999999999,0
76.0,415,1,0,0.0,273.3,66.0,263.6,121.0,165.2,84.0,12.0,7.0,1,1,4.140909090909091,2.1785123966942153,1.9666666666666666,1.7142857142857142,0
86.0,415,1,0,0.0,266.1,120.0,182.0,92.0,206.5,103.0,10.3,4.0,1,0,2.2175000000000002,1.9782608695652173,2.004854368932039,2.575,0
140.0,408,0,0,0.0,112.8,89.0,156.7,65.0,249.6,85.0,16.3,6.0,0,0,1.2674157303370785,2.4107692307692306,2.936470588235294,2.716666666666667,0
70.0,415,0,0,0.0,104.7,112.0,82.2,104.0,169.4,110.0,15.8,7.0,3,0,0.9348214285714286,0.7903846153846155,1.54,2.257142857142857,1
121.0,510,0,1,35.0,193.8,62.0,197.6,97.0,218.8,95.0,5.9,4.0,0,0,3.1258064516129034,2.0371134020618555,2.303157894736842,1.475,0
112.0,415,0,0,0.0,168.6,102.0,298.0,117.0,194.7,110.0,9.8,5.0,1,0,1.6529411764705881,2.547008547008547,1.7699999999999998,1.9600000000000002,0
118.0,415,0,0,0.0,253.2,122.0,201.0,78.0,195.3,108.0,9.7,7.0,2,0,2.0754098360655737,2.576923076923077,1.8083333333333333,1.3857142857142857,0
66.0,415,0,1,16.0,174.7,92.0,232.1,105.0,305.4,98.0,8.9,2.0,1,0,1.8989130434782608,2.2104761904761903,3.1163265306122447,4.45,0
78.0,408,0,0,0.0,87.0,102.0,193.6,64.0,205.8,120.0,11.0,5.0,0,0,0.8529411764705882,3.025,1.715,2.2,0
129.0,415,0,1,34.0,204.5,79.0,132.8,113.0,190.1,117.0,14.8,9.0,2,0,2.588607594936709,1.1752212389380532,1.6247863247863248,1.6444444444444446,0
6.0,408,0,0,0.0,226.5,93.0,152.1,122.0,164.4,98.0,9.4,4.0,3,0,2.435483870967742,1.2467213114754099,1.6775510204081634,2.35,1
107.0,510,1,0,0.0,234.1,91.0,163.1,105.0,282.5,100.0,10.0,3.0,1,0,2.5725274725274723,1.5533333333333332,2.825,3.3333333333333335,0
107.0,415,1,0,0.0,133.3,106.0,182.9,89.0,241.1,123.0,12.9,2.0,3,1,1.2575471698113208,2.055056179775281,1.9601626016260163,6.45,1
138.0,415,0,0,0.0,133.9,87.0,166.4,110.0,193.5,139.0,15.4,3.0,1,0,1.539080459770115,1.5127272727272727,1.3920863309352518,5.133333333333334,0
103.0,510,0,0,0.0,160.2,104.0,138.9,70.0,312.5,97.0,9.7,2.0,0,0,1.5403846153846152,1.9842857142857144,3.2216494845360826,4.85,0
116.0,415,0,1,44.0,230.6,94.0,224.1,103.0,244.0,76.0,11.1,2.0,0,0,2.453191489361702,2.175728155339806,3.210526315789474,5.55,0
189.0,408,0,0,0.0,227.4,84.0,176.0,81.0,206.1,120.0,6.3,4.0,2,0,2.7071428571428573,2.1728395061728394,1.7175,1.575,0
161.0,415,0,0,0.0,72.8,120.0,267.1,120.0,222.5,91.0,11.8,2.0,2,0,0.6066666666666667,2.2258333333333336,2.4450549450549453,5.9,0
1.0,415,0,0,0.0,196.1,107.0,296.5,82.0,211.5,91.0,7.0,2.0,1,0,1.8327102803738318,3.6158536585365852,2.3241758241758244,3.5,0
89.0,408,0,0,0.0,197.1,110.0,165.9,115.0,227.3,106.0,12.8,3.0,1,0,1.7918181818181818,1.442608695652174,2.1443396226415095,4.266666666666667,0
64.0,408,0,0,0.0,219.6,126.0,303.3,100.0,154.5,65.0,9.7,5.0,1,0,1.7428571428571429,3.033,2.376923076923077,1.94,0
126.0,415,0,1,30.0,153.4,90.0,151.4,97.0,153.8,97.0,12.8,4.0,4,1,1.7044444444444444,1.5608247422680412,1.5855670103092785,3.2,1
129.0,415,0,0,0.0,216.0,85.0,186.9,114.0,210.7,109.0,4.9,10.0,2,0,2.541176470588235,1.6394736842105264,1.9330275229357796,0.49000000000000005,0
128.0,510,0,1,32.0,222.9,136.0,262.0,80.0,191.4,101.0,10.8,4.0,0,0,1.638970588235294,3.275,1.8950495049504952,2.7,0
81.0,415,0,1,36.0,115.9,120.0,236.6,95.0,255.0,90.0,11.7,6.0,3,0,0.9658333333333334,2.4905263157894737,2.8333333333333335,1.95,1
114.0,510,0,0,0.0,189.8,101.0,147.7,80.0,172.7,121.0,10.6,5.0,1,0,1.8792079207920793,1.84625,1.4272727272727272,2.12,0
50.0,408,0,0,0.0,154.7,102.0,298.0,108.0,210.2,95.0,11.1,3.0,0,0,1.5166666666666666,2.759259259259259,2.2126315789473683,3.6999999999999997,0
86.0,415,0,0,0.0,136.4,104.0,202.5,110.0,230.7,86.0,11.5,1.0,3,0,1.3115384615384615,1.8409090909090908,2.6825581395348834,11.5,1
96.0,408,0,0,0.0,170.5,86.0,277.5,88.0,162.5,117.0,12.2,6.0,1,0,1.9825581395348837,3.153409090909091,1.3888888888888888,2.033333333333333,0
72.0,510,0,0,0.0,272.4,88.0,107.9,125.0,185.5,81.0,12.7,2.0,0,0,3.0954545454545452,0.8632000000000001,2.2901234567901234,6.35,0
64.0,510,0,1,40.0,210.0,116.0,232.7,89.0,168.8,94.0,5.9,4.0,4,0,1.8103448275862069,2.6146067415730334,1.795744680851064,1.475,1
57.0,415,1,1,17.0,236.5,94.0,163.1,94.0,236.7,117.0,12.2,3.0,2,0,2.515957446808511,1.7351063829787234,2.023076923076923,4.066666666666666,0
65.0,510,0,0,0.0,153.9,117.0,220.1,122.0,280.5,147.0,8.5,3.0,2,0,1.3153846153846154,1.8040983606557377,1.9081632653061225,2.8333333333333335,0
163.0,408,0,0,0.0,223.0,120.0,227.0,98.0,188.3,125.0,8.8,5.0,1,0,1.8583333333333334,2.316326530612245,1.5064000000000002,1.7600000000000002,0
136.0,415,0,0,0.0,252.4,74.0,167.9,81.0,248.3,110.0,10.7,3.0,2,0,3.410810810810811,2.0728395061728397,2.2572727272727273,3.5666666666666664,0
116.0,408,0,0,0.0,197.9,84.0,168.1,113.0,239.8,145.0,12.0,6.0,1,0,2.355952380952381,1.4876106194690264,1.653793103448276,2.0,0
